Index,x,y,z,type,color,size,opacity
66326,-151.1966,-142.26788,1458.048,stars,#737050,0.09919810842723342,0.09919810842723342
66333,-1416.1128,-1333.6481,2371.8076,stars,#E3F5AA,0.049822040401536836,0.049822040401536836
66335,-2345.5015,-2209.2778,153.42271,stars,#480251,0.08216299091961912,0.08216299091961912
66339,-748.27423,-705.1594,-2755.6038,stars,#BF9F09,0.014579357428354377,0.014579357428354377
66342,-628.014,-592.08673,4339.7812,stars,#EB479E,0.09522771339265877,0.09522771339265877
66343,-315.1913,-297.1849,374.15073,stars,#18A4F0,0.01430055310679412,0.01430055310679412
66344,-1234.5859,-1164.0526,3386.5625,stars,#0E0378,0.05429714938484935,0.05429714938484935
66346,-1152.4921,-1087.0126,-687.81946,stars,#6314F2,0.0492988947092218,0.0492988947092218
66348,-1204.6024,-1136.5732,-1774.3608,stars,#0FF119,0.015569496335080379,0.015569496335080379
66349,-1783.5613,-1682.916,-2526.8633,stars,#D24D60,0.0871951592697704,0.0871951592697704
66358,-542.0591,-511.75394,-1882.0292,stars,#BC8498,0.03413526694644469,0.03413526694644469
66359,-2959.3977,-2794.546,-6597.3496,stars,#179391,0.02603483958189684,0.02603483958189684
66360,-2448.807,-2312.6343,-6475.678,stars,#1EABAB,0.09418067101776122,0.09418067101776122
66364,-976.0273,-922.25146,-841.647,stars,#014426,0.010724954573682726,0.010724954573682726
66368,-2305.1006,-2179.5596,-3737.0112,stars,#97EB07,0.028352693674647156,0.028352693674647156
66372,-988.45874,-935.05975,629.5737,stars,#3BE506,0.08177245101951369,0.08177245101951369
66373,-1845.438,-1745.7795,-1217.1869,stars,#29F880,0.012843463270334286,0.012843463270334286
66378,-573.0305,-542.2777,97.25017,stars,#D6E153,0.06412232311469478,0.06412232311469478
66379,-1719.3585,-1627.2406,-701.80237,stars,#1E5316,0.050658114708063036,0.050658114708063036
66391,-1981.029,-1877.0005,2794.849,stars,#5C0915,0.03530408380718929,0.03530408380718929
66398,-1042.4623,-988.1184,272.58624,stars,#C0A48D,0.09394979845610527,0.09394979845610527
66406,-1063.1941,-1009.0476,-142.98753,stars,#229AAF,0.035987823120314955,0.035987823120314955
66409,-1366.2521,-1296.893,-1160.2107,stars,#5E4133,0.06404905988822258,0.06404905988822258
66412,-291.4947,-276.82846,2175.56,stars,#CBFB08,0.09978863326199548,0.09978863326199548
66416,-759.97565,-721.876,1780.4963,stars,#B632C5,0.07149509588234837,0.07149509588234837
66426,-1045.4961,-993.7814,3713.772,stars,#F7595D,0.07405525994810307,0.07405525994810307
66428,-1004.4162,-955.16364,2623.7434,stars,#1F8F1D,0.06582292172894032,0.06582292172894032
66429,-840.8479,-799.68896,-4190.1147,stars,#9CB70C,0.09949058267719717,0.09949058267719717
66430,-962.8124,-916.07416,830.98553,stars,#C01170,0.09187155060359173,0.09187155060359173
66431,-837.15125,-796.6996,983.41504,stars,#2D6AB6,0.08389808606321886,0.08389808606321886
66438,-1195.2389,-1138.0769,-162.45776,stars,#994BA2,0.011060663796831682,0.011060663796831682
66442,-472.95258,-450.4207,659.9658,stars,#2ABFBF,0.04810795818663087,0.04810795818663087
66443,-587.54926,-559.6222,-550.2521,stars,#2295F5,0.025190854813592692,0.025190854813592692
66445,-341.18335,-325.12045,-1146.037,stars,#33B165,0.06480636709803647,0.06480636709803647
66457,-333.1866,-317.84293,22.85324,stars,#ABCF4F,0.05106177245964499,0.05106177245964499
66461,-1938.0775,-1849.3495,-1759.7141,stars,#8DA0CA,0.042890106867338865,0.042890106867338865
66462,-679.65826,-648.5549,-1177.0938,stars,#9A665E,0.0976919278964092,0.0976919278964092
66463,-1016.22656,-969.99536,-5472.267,stars,#11A23A,0.04588860728979692,0.04588860728979692
66468,-2443.3499,-2333.4827,627.6327,stars,#EEA9AF,0.035754342711652426,0.035754342711652426
66473,-2482.256,-2371.824,-4213.042,stars,#FEDBE4,0.011185564375240271,0.011185564375240271
66476,-1711.6301,-1636.1859,-1730.05,stars,#5F8D79,0.07329248035547935,0.07329248035547935
66480,-174.55496,-166.94151,42.34345,stars,#975AF4,0.08992622328347934,0.08992622328347934
66487,-2142.1829,-2049.5342,125.22587,stars,#7E2C14,0.06635762293901583,0.06635762293901583
66500,-615.44727,-589.95496,329.71893,stars,#014A1A,0.08411525142870091,0.08411525142870091
66504,-99.98046,-95.86447,188.42825,stars,#E4F6F4,0.05858107864973439,0.05858107864973439
66505,-2485.5203,-2384.1606,-440.76932,stars,#95FFE8,0.04037954818046229,0.04037954818046229
66506,-6881.376,-6601.3843,1824.2766,stars,#AA81E3,0.07299060340876726,0.07299060340876726
66516,-367.59012,-353.04428,330.6563,stars,#629631,0.07331397754730769,0.07331397754730769
66528,-682.2695,-655.99567,-717.4161,stars,#501A87,0.0704764114099319,0.0704764114099319
66529,-1318.2637,-1267.6823,-331.7561,stars,#BD2081,0.07089720859239065,0.07089720859239065
66533,-177.49207,-170.76865,-428.5799,stars,#E88118,0.06442766834370124,0.06442766834370124
66536,-272.85205,-262.62735,494.74606,stars,#E2A825,0.08177911055504045,0.08177911055504045
66538,-228.91476,-220.3692,-1766.9896,stars,#709577,0.020518498330477628,0.020518498330477628
66543,-378.8457,-364.98557,2159.058,stars,#EDC673,0.033116565543719834,0.033116565543719834
66546,-1113.1864,-1072.6371,-5304.1836,stars,#CBBDC5,0.08493196540294942,0.08493196540294942
66549,-581.12726,-560.0914,668.8421,stars,#C3955E,0.09995063240670367,0.09995063240670367
66551,-1649.2769,-1589.7394,-537.53687,stars,#CD9277,0.05307750876321063,0.05307750876321063
66552,-247.52612,-238.61617,44.0292,stars,#09BEFD,0.06872940284432466,0.06872940284432466
66553,-1938.4481,-1868.7935,-2664.218,stars,#50A8BB,0.054301343995292614,0.054301343995292614
66557,-588.91595,-567.93475,-271.64514,stars,#28B6C0,0.0630805866666,0.0630805866666
66562,-176.13708,-169.97032,-125.40421,stars,#B8AF97,0.04432045818097104,0.04432045818097104
66568,-1389.0115,-1341.5688,1787.7494,stars,#68451F,0.06991983751593407,0.06991983751593407
66571,-103.38048,-99.88617,-515.67004,stars,#8A634C,0.033444757487735156,0.033444757487735156
66573,-1254.2745,-1212.586,1002.42914,stars,#8619B5,0.0325872600538192,0.0325872600538192
66582,-1274.6292,-1233.2672,456.90784,stars,#41445D,0.08676355758419788,0.08676355758419788
66585,-900.7134,-871.68304,-1214.3354,stars,#116EE2,0.05800533038036016,0.05800533038036016
66593,-1914.5541,-1854.4572,-1593.7882,stars,#C51254,0.01148228874687224,0.01148228874687224
66594,-801.3352,-776.42584,-1121.8861,stars,#AD7E30,0.04262888599468746,0.04262888599468746
66604,-1608.1127,-1559.9592,-3054.264,stars,#5D99BC,0.04879230413750202,0.04879230413750202
66605,-1778.1803,-1725.0626,-1116.4442,stars,#7DC491,0.0867730097449238,0.0867730097449238
66607,-2878.0742,-2792.8357,2183.3533,stars,#98F4A2,0.01885229355174605,0.01885229355174605
66608,-481.2856,-467.05884,-105.39327,stars,#CC9B03,0.08227647111078963,0.08227647111078963
66609,-1206.5398,-1170.9905,-1799.9105,stars,#D86109,0.027990921360253745,0.027990921360253745
66613,-1376.7494,-1337.3582,-2172.0112,stars,#66093A,0.08000736735633274,0.08000736735633274
66618,-2364.2896,-2297.732,5085.4214,stars,#59ECA1,0.02196567580012531,0.02196567580012531
66619,-390.9934,-379.99942,127.37268,stars,#534FC1,0.03284441777575372,0.03284441777575372
66625,-1183.2278,-1150.3226,-333.0362,stars,#EEF1EB,0.07853532313329568,0.07853532313329568
66633,-1323.8042,-1287.5413,436.36163,stars,#DE37B6,0.03490920506260017,0.03490920506260017
66647,-843.08307,-821.72473,465.06427,stars,#82358E,0.08383354543444009,0.08383354543444009
66648,-1846.794,-1800.2294,245.18954,stars,#A08833,0.08165800258462214,0.08165800258462214
66650,-301.26178,-293.73886,-621.7603,stars,#88B87A,0.05560345121512094,0.05560345121512094
66655,-2441.004,-2380.7896,-4082.4854,stars,#A36731,0.021703873000248654,0.021703873000248654
66663,-4022.4963,-3927.915,4488.671,stars,#897601,0.010192234847277534,0.010192234847277534
66667,-561.56995,-548.7147,1282.5142,stars,#75DED5,0.07134314939132834,0.07134314939132834
66673,-38.87091,-38.02093,-21.3259,stars,#F06F3D,0.060895419920409304,0.060895419920409304
66679,-2063.4448,-2019.5497,-3352.9514,stars,#6BBCF9,0.04162759408444607,0.04162759408444607
66684,-1659.862,-1624.8334,-1649.725,stars,#AC3692,0.025337211777608688,0.025337211777608688
66687,-3356.2593,-3286.0603,-7880.6934,stars,#C33C8E,0.06472224700326316,0.06472224700326316
66691,-812.87085,-796.4698,245.16954,stars,#9BD2C8,0.08241917887086188,0.08241917887086188
66694,-270.54822,-265.19336,-330.91275,stars,#9B86DA,0.026040554022082725,0.026040554022082725
66696,-1951.809,-1913.3132,2855.2542,stars,#255E03,0.04346880966274178,0.04346880966274178
66701,-2335.399,-2290.0583,440.13943,stars,#E73955,0.03352016976263555,0.03352016976263555
66705,-732.3317,-718.4031,1310.0116,stars,#A64679,0.02989449633017839,0.02989449633017839
66707,-522.15497,-512.48315,413.3761,stars,#834A3F,0.058271541571393234,0.058271541571393234
66709,-739.43646,-725.7945,-450.80984,stars,#EDC52E,0.03085562561621981,0.03085562561621981
66711,-374.77286,-367.94373,301.7084,stars,#AF9FB2,0.0459958533322534,0.0459958533322534
66712,-864.3897,-848.95667,-36.61082,stars,#E5ABBE,0.08105882240479602,0.08105882240479602
66718,-1272.1254,-1250.7863,295.37204,stars,#9B3090,0.0950855803633347,0.0950855803633347
66719,-646.15656,-635.3421,345.81818,stars,#738918,0.06015556828076615,0.06015556828076615
66722,-610.1811,-600.2781,739.6002,stars,#28C1E7,0.09909843975330324,0.09909843975330324
66728,-2259.3452,-2223.8757,-1941.4772,stars,#31CE42,0.029887683157207606,0.029887683157207606
66729,-1697.705,-1671.2861,-4339.5854,stars,#C66791,0.051948167896440696,0.051948167896440696
66731,-764.884,-753.1172,-211.66245,stars,#59DB0C,0.08395866376069186,0.08395866376069186
66733,-3132.2148,-3084.7754,3195.3494,stars,#D6C06F,0.0351418846568776,0.0351418846568776
66747,-788.18445,-777.28534,-845.20276,stars,#133A93,0.08064717110909356,0.08064717110909356
66754,-609.51953,-601.76135,-802.47235,stars,#289492,0.07480994023601963,0.07480994023601963
66756,-1120.3542,-1106.4614,-23.53298,stars,#60D416,0.03533083238636114,0.03533083238636114
66760,-6580.5513,-6501.644,1329.9766,stars,#10B59A,0.07373202137125018,0.07373202137125018
66764,-368.80185,-364.50507,234.63857,stars,#575D08,0.09811321722034548,0.09811321722034548
66773,-334.91666,-331.28018,-1010.4076,stars,#40893B,0.036189150705568676,0.036189150705568676
66774,-4393.363,-4345.994,-2732.1167,stars,#96C86A,0.016980916173798002,0.016980916173798002
66776,-678.2846,-671.15643,-2175.2046,stars,#3A5B90,0.05378017006337804,0.05378017006337804
66778,-3239.5242,-3205.973,1932.5167,stars,#8E096C,0.0569281377556329,0.0569281377556329
66782,-1587.1775,-1571.188,1535.0837,stars,#E1AFC1,0.055058428448808566,0.055058428448808566
66785,-1236.3495,-1224.2944,372.37296,stars,#E6C9E5,0.06000072845228237,0.06000072845228237
66789,-1868.8108,-1850.8813,480.5986,stars,#A740FC,0.052035376331690655,0.052035376331690655
66790,-1761.7809,-1745.0038,-317.94662,stars,#AD18E9,0.04238707976481804,0.04238707976481804
66791,-926.8095,-918.0182,1680.8342,stars,#06920F,0.063622433922168,0.063622433922168
66796,-2917.5398,-2890.7964,-4259.582,stars,#B1F213,0.05054178529577559,0.05054178529577559
66797,-2872.5735,-2846.259,-2813.1248,stars,#077961,0.05628805417262377,0.05628805417262377
66801,-993.6537,-985.27673,-1566.9751,stars,#EE5F9E,0.025427575673537678,0.025427575673537678
66805,-1033.3494,-1024.8655,-1336.99,stars,#854C30,0.09139814741626269,0.09139814741626269
66810,-1931.1713,-1917.016,-2372.4475,stars,#86C375,0.04193251050236103,0.04193251050236103
66816,-910.5304,-904.44904,-998.4181,stars,#4C5974,0.04630666432216675,0.04630666432216675
66820,-1292.5146,-1284.8851,-2297.462,stars,#2D4FFA,0.020298858343819,0.020298858343819
66822,-1325.146,-1317.8247,-3591.4272,stars,#99EE1D,0.05380467046562211,0.05380467046562211
66829,-1322.3192,-1316.0249,-1749.452,stars,#C33D11,0.04845464656153514,0.04845464656153514
66832,-622.9995,-620.2178,-522.2045,stars,#F8BA1C,0.03353927219649258,0.03353927219649258
66844,-872.34204,-869.678,-1867.4735,stars,#82DE31,0.06088805905386792,0.06088805905386792
66852,-184.47691,-184.07588,-250.01147,stars,#F7C16F,0.0764477570236221,0.0764477570236221
66856,-2920.4036,-2916.8362,-2644.3394,stars,#CAC38D,0.0943094274375043,0.0943094274375043
66857,-1734.1151,-1732.1974,1257.5236,stars,#22D3CE,0.011122980622584232,0.011122980622584232
66859,-549.6634,-549.1257,115.81747,stars,#A08BB1,0.08813537384779824,0.08813537384779824
66861,-868.88605,-868.20874,-1283.0184,stars,#7DD79B,0.051490232755468573,0.051490232755468573
66867,-1935.0327,-1935.2676,700.15424,stars,#2DCA98,0.09917668377993856,0.09917668377993856
66874,-1092.0273,-1092.7463,130.708,stars,#E17F05,0.04153638139937724,0.04153638139937724
66887,-498.5967,-499.84488,-3580.697,stars,#2EF329,0.036218944006608314,0.036218944006608314
66890,-1251.6283,-1255.0393,419.6942,stars,#D387B4,0.08173687658376572,0.08173687658376572
66896,-3116.4072,-3126.6997,-1962.0201,stars,#793B11,0.07249600595730094,0.07249600595730094
66903,-75.26335,-75.55893,323.71283,stars,#80BF87,0.022829808702591367,0.022829808702591367
66905,-1299.7532,-1305.2483,-2488.379,stars,#4327F7,0.018008143492450217,0.018008143492450217
66910,-3876.49,-3894.9192,-4009.9182,stars,#19E7EC,0.055704762540379475,0.055704762540379475
66911,-273.58813,-274.98422,58.66558,stars,#0E165D,0.08571090371099488,0.08571090371099488
66918,-2417.5898,-2431.9905,362.33734,stars,#95D537,0.034593065389157795,0.034593065389157795
66922,-598.34454,-602.3493,-854.83795,stars,#39335C,0.017496228058045807,0.017496228058045807
66924,-2787.3374,-2807.8083,468.75214,stars,#A4DD76,0.05860176106925908,0.05860176106925908
66929,-1180.7949,-1190.2584,810.42334,stars,#0AB2C0,0.03896081038862026,0.03896081038862026
66933,-756.22675,-762.5838,654.8312,stars,#943D91,0.05008406156752903,0.05008406156752903
66937,-897.68805,-905.6471,1073.1908,stars,#AF5365,0.0559215137054745,0.0559215137054745
66938,-337.21564,-340.20026,734.85846,stars,#8D0860,0.027827884494983912,0.027827884494983912
66939,-1161.8031,-1172.1992,1692.6224,stars,#D8EA5B,0.09552244547460939,0.09552244547460939
66943,-2209.468,-2229.5088,909.5027,stars,#9808BB,0.03475284461463722,0.03475284461463722
66946,-526.23535,-531.04205,-501.23123,stars,#F3A57B,0.08640089078392972,0.08640089078392972
66947,-597.18713,-603.08954,-2728.171,stars,#93EE02,0.07407201824249493,0.07407201824249493
66951,-2323.448,-2347.3489,-236.58565,stars,#8673B5,0.07597714983572858,0.07597714983572858
66956,-647.5719,-654.96674,407.20618,stars,#D1B335,0.05915278050704864,0.05915278050704864
66959,-1124.4869,-1137.747,-32.57004,stars,#00F332,0.02695731811988753,0.02695731811988753
66966,-836.38043,-846.89685,-764.0924,stars,#416FF1,0.05274022076718395,0.05274022076718395
66968,-369.06247,-373.76736,917.33936,stars,#53315E,0.08774569648010118,0.08774569648010118
66975,-3799.586,-3850.181,-1841.8247,stars,#09F87E,0.03726410826358767,0.03726410826358767
66976,-1506.3849,-1526.5822,1974.8954,stars,#BC9B8A,0.06424918180629592,0.06424918180629592
66985,-2810.5186,-2853.0437,-4121.964,stars,#98BC70,0.07762862833453774,0.07762862833453774
66990,-611.84467,-621.29895,-429.02444,stars,#B2185F,0.07053967177406163,0.07053967177406163
66991,-2133.9146,-2167.8494,-2721.5005,stars,#F1563B,0.08668177793171536,0.08668177793171536
66994,-4214.4805,-4282.0396,1416.4194,stars,#B95044,0.06961011707765895,0.06961011707765895
67000,-1852.5597,-1883.2616,-2087.5962,stars,#CC873C,0.05269102490642332,0.05269102490642332
67001,-128.54565,-130.68095,-196.62422,stars,#B63015,0.05974806066496491,0.05974806066496491
67003,-2311.8486,-2350.297,4471.651,stars,#D5B64E,0.08107782543933875,0.08107782543933875
67011,-1436.0033,-1460.6384,-2208.362,stars,#ECC71D,0.019350294130030657,0.019350294130030657
67018,-613.8576,-624.8431,141.67145,stars,#DD3A62,0.028149661744546244,0.028149661744546244
67019,-813.6865,-828.402,1416.3558,stars,#6F0D68,0.02298626406058774,0.02298626406058774
67022,-2232.619,-2274.059,2874.7175,stars,#C48BEA,0.020912993116812474,0.020912993116812474
67024,-835.1005,-850.7225,257.0757,stars,#C8B7EB,0.09318296381351514,0.09318296381351514
67034,-1934.3256,-1975.0259,-4196.3735,stars,#0E821F,0.021136356975347586,0.021136356975347586
67046,-591.9615,-605.24207,15.23906,stars,#204C55,0.041088488155742876,0.041088488155742876
67051,-981.5008,-1004.12354,-1330.286,stars,#4E0D7F,0.012912647100871021,0.012912647100871021
67052,-559.1859,-572.2279,256.9648,stars,#C21EE4,0.07287205285669111,0.07287205285669111
67055,-1161.8795,-1189.3684,-921.83295,stars,#9F6085,0.04786039828572982,0.04786039828572982
67060,-562.96796,-576.6263,264.52173,stars,#A7E4D0,0.03138101011000418,0.03138101011000418
67068,-795.7631,-816.0251,32.19373,stars,#CE12F3,0.04504442570458856,0.04504442570458856
67070,-398.622,-408.78757,858.3739,stars,#5241DD,0.08166116283887086,0.08166116283887086
67079,-2897.4697,-2974.993,1848.039,stars,#A3870D,0.026681223152351385,0.026681223152351385
67083,-489.18094,-502.60086,494.86118,stars,#890B75,0.085845800636881,0.085845800636881
67085,-889.8084,-914.2709,-405.51334,stars,#01D014,0.08581025516300689,0.08581025516300689
67089,-1258.4357,-1293.5151,-1415.5063,stars,#3B5836,0.04543703606660417,0.04543703606660417
67092,-1205.4094,-1239.2704,2223.9893,stars,#26F020,0.04413142379815892,0.04413142379815892
67095,-3505.4475,-3606.2773,-7672.9785,stars,#747F2E,0.02314033344223266,0.02314033344223266
67098,-281.77756,-290.01764,-303.87555,stars,#612CC1,0.03633376141421678,0.03633376141421678
67103,-3291.6013,-3390.9473,585.29913,stars,#B5B3D0,0.09682615399763292,0.09682615399763292
67106,-2311.815,-2382.142,-3105.1687,stars,#4010C8,0.07358328188009566,0.07358328188009566
67112,-868.02466,-895.20953,-1068.3705,stars,#DBFB9F,0.0668653604685072,0.0668653604685072
67113,-741.6932,-764.9977,1109.7455,stars,#C9E631,0.048791245994037856,0.048791245994037856
67116,-580.89764,-599.32227,-605.13074,stars,#723886,0.08305278788516514,0.08305278788516514
67119,-870.8894,-898.7525,862.23553,stars,#EBC1CA,0.06136192816947098,0.06136192816947098
67122,-1175.9667,-1213.8691,-773.643,stars,#ED9A46,0.051167111143579594,0.051167111143579594
67130,-597.08496,-616.8129,-609.1515,stars,#701428,0.01826857214445654,0.01826857214445654
67131,-1886.1466,-1948.6807,600.9538,stars,#F31C32,0.03164645768275775,0.03164645768275775
67132,-1684.7025,-1740.6259,-152.38406,stars,#E99B1C,0.050318289234731264,0.050318289234731264
67134,-1665.1636,-1720.449,495.22894,stars,#24430E,0.06560320088785557,0.06560320088785557
67137,-940.7017,-972.4697,-757.0244,stars,#7AE61C,0.08839776658510948,0.08839776658510948
67138,-670.52985,-693.2037,-2655.1245,stars,#C0D791,0.06723568739700875,0.06723568739700875
67140,-1150.0931,-1189.0347,-3862.3315,stars,#4E8E80,0.03025944381643029,0.03025944381643029
67148,-817.67645,-846.479,205.64384,stars,#DCDD21,0.0858955376620233,0.0858955376620233
67157,-227.63698,-235.96342,-39.60299,stars,#6C79BF,0.07068321943237109,0.07068321943237109
67169,-351.73178,-365.16385,861.9388,stars,#294094,0.0886456576677823,0.0886456576677823
67171,-2543.3171,-2640.8013,-5359.4146,stars,#F0851D,0.08191147431205995,0.08191147431205995
67172,-937.8003,-973.7672,-196.44814,stars,#8447B6,0.022082825361481317,0.022082825361481317
67173,-61.20433,-63.54988,155.2159,stars,#E7A3F5,0.07968118892393834,0.07968118892393834
67175,-3663.1765,-3804.4294,1282.3027,stars,#1F763A,0.036662730974130905,0.036662730974130905
67181,-527.5486,-548.3546,-120.58413,stars,#25BD3F,0.07573040188970528,0.07573040188970528
67184,-873.72955,-908.31793,672.5848,stars,#7549C9,0.037311201916987405,0.037311201916987405
67185,-4037.4438,-4197.985,-823.43555,stars,#67DBEE,0.05275428048153329,0.05275428048153329
67191,-741.2044,-771.3092,-2089.5142,stars,#B12899,0.03443614377142331,0.03443614377142331
67192,-2664.3997,-2773.45,43.00466,stars,#91BF97,0.07912183527806235,0.07912183527806235
67195,-5469.826,-5697.2563,-1630.5488,stars,#F9D1C5,0.017868160708964832,0.017868160708964832
67196,-2303.4485,-2399.2458,-1960.8917,stars,#FBCCFD,0.08095243117687462,0.08095243117687462
67201,-556.5985,-580.17426,382.8006,stars,#E4BF4D,0.05381704611062964,0.05381704611062964
67205,-502.3862,-523.8012,-5943.875,stars,#A9096A,0.05756142832768008,0.05756142832768008
67206,-171.47112,-178.78136,526.7211,stars,#10820D,0.09023652515660531,0.09023652515660531
67210,-501.9316,-523.4791,-604.74146,stars,#16E927,0.08629976424708587,0.08629976424708587
67213,-938.60376,-979.10944,-1823.6381,stars,#B11973,0.02305365188394025,0.02305365188394025
67215,-1375.2185,-1434.9741,-1207.456,stars,#1F0E02,0.036865201038283474,0.036865201038283474
67226,-1087.8384,-1135.8727,-345.66806,stars,#26BB37,0.04027985343048265,0.04027985343048265
67227,-1806.4713,-1886.3009,-1117.7184,stars,#CD0E34,0.023678854882072192,0.023678854882072192
67229,-2043.5269,-2134.1677,1345.6342,stars,#8E2725,0.06468429601525061,0.06468429601525061
67240,-3779.5376,-3952.7292,3265.0615,stars,#383A26,0.05719361242043419,0.05719361242043419
67243,-356.989,-373.50403,-1608.2329,stars,#8EFF12,0.09007034419565017,0.09007034419565017
67244,-1441.3524,-1508.2793,-1309.2867,stars,#790455,0.046087286537840194,0.046087286537840194
67247,-729.12177,-763.2046,-1863.1118,stars,#14A955,0.09333635626830791,0.09333635626830791
67257,-607.2831,-636.22644,-1998.4205,stars,#6324E2,0.03462675948486103,0.03462675948486103
67259,-676.82465,-709.0956,821.188,stars,#D99A3A,0.051897039128496296,0.051897039128496296
67264,-582.68677,-610.6752,-427.32654,stars,#80FB56,0.06920792470608886,0.06920792470608886
67267,-574.51056,-602.3038,-1792.4481,stars,#8D8445,0.07732072228467872,0.07732072228467872
67272,-1025.8824,-1076.2179,-130.334,stars,#63E0FF,0.018326161996388216,0.018326161996388216
67282,-4104.1943,-4310.496,-77.58642,stars,#FE646A,0.028852353218986423,0.028852353218986423
67287,-743.0844,-780.8846,-82.34626,stars,#82D621,0.026530550973835283,0.026530550973835283
67288,-1490.9946,-1567.1816,-259.59293,stars,#7702C4,0.013255554985544482,0.013255554985544482
67289,-1617.0162,-1699.7104,-81.32582,stars,#A97DA2,0.05335955612920045,0.05335955612920045
67291,-446.42688,-469.4667,1980.044,stars,#FC566E,0.017159445320263603,0.017159445320263603
67294,-1927.3916,-2027.7117,-1041.2588,stars,#93238C,0.07742108490120674,0.07742108490120674
67296,-134.88918,-141.9347,402.3057,stars,#305CEB,0.04658858107275733,0.04658858107275733
67297,-1750.7966,-1842.617,-3088.6038,stars,#E8755D,0.017827550488035304,0.017827550488035304
67300,-1561.3005,-1643.9742,158.04161,stars,#344A65,0.05819113059215347,0.05819113059215347
67306,-2015.3115,-2124.223,-743.997,stars,#5DEF20,0.055724255040550445,0.055724255040550445
67316,-1337.4097,-1410.9152,1096.8666,stars,#4BFE9A,0.0485343153835709,0.0485343153835709
67317,-1123.6798,-1185.5032,1133.2943,stars,#7138FD,0.019495479628658715,0.019495479628658715
67320,-505.43716,-533.4312,954.7634,stars,#BA74BE,0.07428855083379826,0.07428855083379826
67321,-818.36554,-863.7153,-533.0278,stars,#2E1D6A,0.015024400409095442,0.015024400409095442
67324,-430.64938,-454.5605,-727.2733,stars,#5B5D0A,0.04451508147594803,0.04451508147594803
67327,-1597.7594,-1687.1073,-1704.6523,stars,#F00326,0.01539313740345838,0.01539313740345838
67330,-595.7154,-629.1492,309.2352,stars,#B41467,0.07257048825508423,0.07257048825508423
67332,-837.96027,-885.1264,-39.79228,stars,#950BD6,0.08532301126361855,0.08532301126361855
67333,-314.6548,-332.38525,643.00507,stars,#EAE48A,0.09260165247906059,0.09260165247906059
67338,-672.0759,-710.09546,95.01104,stars,#14FF75,0.0825200399452083,0.0825200399452083
67344,-1331.0868,-1407.2698,-2852.7893,stars,#FCB0C7,0.03820814433747831,0.03820814433747831
67348,-291.2674,-308.03955,-721.48645,stars,#FB1B02,0.040762175892903915,0.040762175892903915
67349,-1420.9156,-1502.7577,96.15275,stars,#46F32C,0.09899793899385871,0.09899793899385871
67357,-772.8249,-818.25146,-1045.3723,stars,#783839,0.0947741868899544,0.0947741868899544
67361,-947.8755,-1003.84625,-316.3882,stars,#6386AF,0.027606692007789868,0.027606692007789868
67363,-164.72493,-174.47476,177.26868,stars,#8DC5B1,0.052130074498000036,0.052130074498000036
67364,-2433.3032,-2577.4453,5699.0195,stars,#9EBFA2,0.03244881701347641,0.03244881701347641
67367,-1404.9572,-1488.6462,-596.8935,stars,#743744,0.010944327555564171,0.010944327555564171
67373,-1330.6267,-1411.2354,259.78598,stars,#A0A118,0.06186914674050129,0.06186914674050129
67374,-752.3719,-798.52106,-324.6597,stars,#B5E32A,0.045651179195191086,0.045651179195191086
67375,-825.37195,-876.0298,-3953.0579,stars,#4D544E,0.09692304518632952,0.09692304518632952
67378,-125.60843,-133.3737,-648.4699,stars,#0B18BB,0.06309473131241201,0.06309473131241201
67381,-576.23425,-612.08234,-852.9754,stars,#477FB5,0.06672223296528164,0.06672223296528164
67384,-676.56366,-718.77124,703.4678,stars,#EB499D,0.04408313096265511,0.04408313096265511
67385,-1908.1056,-2027.1855,-3567.1067,stars,#B5DB8F,0.05091313268706602,0.05091313268706602
67388,-2569.868,-2731.425,-2311.199,stars,#F02B9B,0.04005040186316502,0.04005040186316502
67393,-944.18176,-1004.6037,-1075.0243,stars,#27B933,0.09630853668782358,0.09630853668782358
67394,-1262.2214,-1343.0118,1241.5261,stars,#70AC4D,0.04238268783904708,0.04238268783904708
67415,-121.38752,-129.37889,82.23444,stars,#4E999D,0.04737243258670667,0.04737243258670667
67428,-2350.4202,-2509.475,-1012.3031,stars,#666E82,0.07433515114312265,0.07433515114312265
67437,-883.23883,-944.1552,-5403.0234,stars,#8B122C,0.060243339540670855,0.060243339540670855
67439,-651.30347,-696.29425,-1857.2556,stars,#7B1A5F,0.010398500773488086,0.010398500773488086
67443,-1777.0399,-1900.3069,551.63104,stars,#253DF6,0.06442993076220666,0.06442993076220666
67446,-2882.4255,-3082.9543,3852.2825,stars,#03C0E4,0.05972906465584809,0.05972906465584809
67457,-652.157,-698.87885,-950.0417,stars,#0A13E0,0.07917968337045986,0.07917968337045986
67466,-1721.9066,-1846.6562,1371.9578,stars,#92D5C8,0.03200340228225446,0.03200340228225446
67471,-1498.2954,-1608.0795,-144.31636,stars,#728188,0.05885820842007795,0.05885820842007795
67479,-476.7805,-512.2442,239.5015,stars,#A85A64,0.010421412139753165,0.010421412139753165
67480,-764.45575,-821.40796,930.51685,stars,#ADFFE0,0.0413210389413217,0.0413210389413217
67482,-1719.082,-1847.2374,1269.7623,stars,#9A3866,0.09414742620095613,0.09414742620095613
67483,-1745.7335,-1875.9601,88.38653,stars,#DFA432,0.06334022676295345,0.06334022676295345
