Index,x,y,z,type,color,size,opacity
14486,1941.7505,2364.1182,-2905.8496,stars,#1EA113,0.08948786279667904,0.08948786279667904
14487,1429.3064,1740.41,-3854.5955,stars,#7E9AFC,0.022130286657954364,0.022130286657954364
14490,1752.0325,2133.6902,-1907.4865,stars,#59F4EF,0.03127255715086838,0.03127255715086838
14491,431.68576,525.7782,-1512.4194,stars,#6CF771,0.0420702515823556,0.0420702515823556
14492,182.4089,222.20453,147.4688,stars,#0E2317,0.08725385241638428,0.08725385241638428
14493,3576.875,4359.1514,3556.4326,stars,#EE8928,0.03646179028070272,0.03646179028070272
14512,1207.3707,1475.191,-2667.5586,stars,#50D5EC,0.06538996414560004,0.06538996414560004
14513,600.2836,733.5756,1643.8169,stars,#EB32D2,0.011688298065776518,0.011688298065776518
14523,2907.601,3557.17,4588.9004,stars,#05D15E,0.03139600273690128,0.03139600273690128
14525,302.7872,370.68942,-557.4699,stars,#2761D9,0.04271522203551649,0.04271522203551649
14533,563.96216,691.1623,2118.716,stars,#5EB056,0.08157764990027837,0.08157764990027837
14537,405.05383,496.675,-314.19983,stars,#160CC5,0.012627016029706745,0.012627016029706745
14543,1002.8136,1230.5447,-498.66614,stars,#952F39,0.08146514539709133,0.08146514539709133
14548,955.5536,1173.3885,-2501.9429,stars,#F3D35B,0.0680665523017592,0.0680665523017592
14560,215.44661,264.90536,2476.5713,stars,#470361,0.034597365360641764,0.034597365360641764
14561,629.30145,773.7775,-789.8774,stars,#EB949C,0.04265553461090697,0.04265553461090697
14566,890.40405,1095.4978,1722.6014,stars,#190E65,0.059354660649156475,0.059354660649156475
14577,1310.6603,1613.6532,-1102.1,stars,#EE7D9D,0.05711478219839422,0.05711478219839422
14581,971.43445,1196.4326,-1376.1174,stars,#E2D6F6,0.08748060907365966,0.08748060907365966
14590,1798.4756,2218.3765,703.4259,stars,#C1C9AF,0.06259348856782992,0.06259348856782992
14593,263.74387,325.39758,-2228.5527,stars,#EDB439,0.0969031941658593,0.0969031941658593
14597,1137.5096,1403.5892,-77.60912,stars,#F2D084,0.0871539617275714,0.0871539617275714
14598,2175.5146,2684.478,183.72002,stars,#A29C99,0.09548195475492602,0.09548195475492602
14606,1054.5834,1303.05,-818.9302,stars,#EA0A6D,0.08200954846165356,0.08200954846165356
14609,1058.1849,1307.9868,-1474.5144,stars,#2C03CA,0.04725221396592004,0.04725221396592004
14618,689.0985,852.88556,4.68205,stars,#1A12BD,0.06635049742918275,0.06635049742918275
14623,363.9568,450.68594,266.7406,stars,#2A3074,0.047346090470247695,0.047346090470247695
14624,1210.4006,1498.9902,2233.7385,stars,#C7B26F,0.096430167236336,0.096430167236336
14626,1539.7811,1907.5447,-384.24466,stars,#6BE051,0.08486453314619531,0.08486453314619531
14635,3975.393,4929.6113,-681.7489,stars,#0AEC56,0.04816289266651764,0.04816289266651764
14639,1271.0094,1576.5487,1380.6998,stars,#A2B8CF,0.08626310724345969,0.08626310724345969
14640,568.69653,705.42676,1047.52,stars,#790EB1,0.03434134298047191,0.03434134298047191
14644,792.26416,983.39667,511.25232,stars,#3B1133,0.0973043284765075,0.0973043284765075
14653,1520.5681,1889.4509,-2890.9846,stars,#93A9A7,0.024624369272309786,0.024624369272309786
14661,308.7214,384.0082,1079.0709,stars,#42585C,0.06902081472305692,0.06902081472305692
14667,2414.2048,3003.7507,-878.57745,stars,#1893EC,0.0524035451024938,0.0524035451024938
14669,1218.5789,1516.3882,-938.3416,stars,#9DB7C4,0.05020091777900608,0.05020091777900608
14674,531.3746,661.59955,-1634.4708,stars,#798E69,0.05267615862528952,0.05267615862528952
14682,1331.1566,1658.8271,-2356.7815,stars,#8C5CE8,0.0910444269370452,0.0910444269370452
14685,534.9348,667.4118,-1834.7098,stars,#D969D5,0.05024978533658727,0.05024978533658727
14687,848.6296,1058.8503,1190.3267,stars,#53D8C3,0.07812592667160215,0.07812592667160215
14688,984.9399,1228.9752,-123.34887,stars,#C14CB7,0.09694940652930642,0.09694940652930642
14691,1104.5822,1378.6619,-1013.4958,stars,#6407AD,0.061365165710037924,0.061365165710037924
14698,687.45325,858.2573,697.2966,stars,#9FE1B4,0.023192189868966692,0.023192189868966692
14708,953.3139,1191.7224,1109.4928,stars,#B62400,0.07185741879904879,0.07185741879904879
14710,991.6205,1239.8463,450.03998,stars,#3B0E18,0.022708134056190807,0.022708134056190807
14714,1720.0652,2151.1257,-55.4334,stars,#5493CB,0.061371513546365435,0.061371513546365435
14723,765.40375,958.6757,-724.0863,stars,#80BA48,0.058272230774541356,0.058272230774541356
14728,3056.6023,3829.9146,4989.096,stars,#435D11,0.028667792260136486,0.028667792260136486
14729,106.29605,133.2282,-158.86053,stars,#5D757D,0.03881568352255679,0.03881568352255679
14730,299.91412,375.9254,-6785.7017,stars,#D74B18,0.04747273230508896,0.04747273230508896
14732,1233.1749,1546.513,2601.3904,stars,#7AFB71,0.08429017436112997,0.08429017436112997
14733,677.2103,849.33746,38.56924,stars,#620F7C,0.07621935026695226,0.07621935026695226
14736,467.28653,586.40686,363.62418,stars,#2BA694,0.09444653599602165,0.09444653599602165
14737,1760.7227,2209.5615,4783.5005,stars,#4F85EF,0.0548472343822702,0.0548472343822702
14739,458.05652,574.9825,2436.021,stars,#BAC8B4,0.06990844650676291,0.06990844650676291
14745,409.2555,514.32434,-266.4084,stars,#0EC669,0.012691966733340913,0.012691966733340913
14746,1710.8765,2150.1982,-3369.4421,stars,#1DBAA7,0.08933070418436444,0.08933070418436444
14764,651.8202,820.89325,-931.8498,stars,#22A4CD,0.013132095149287594,0.013132095149287594
14769,391.32648,493.23953,-11.37566,stars,#610943,0.03652096374855858,0.03652096374855858
14774,1539.7784,1942.1215,-4173.9844,stars,#684A43,0.029960554885728533,0.029960554885728533
14781,3433.9573,4336.454,-3959.8127,stars,#E7C57F,0.07949066381962532,0.07949066381962532
14783,1490.8134,1883.285,-1223.107,stars,#8A2D9D,0.046609210792479455,0.046609210792479455
14784,1012.42773,1279.019,1765.6659,stars,#3542F9,0.013419277746710308,0.013419277746710308
14787,610.3908,771.3042,1723.1578,stars,#63BA43,0.08498963268811147,0.08498963268811147
14797,2513.7742,3180.6604,473.357,stars,#ED6C2B,0.08767978404105445,0.08767978404105445
14802,421.37595,533.3294,-987.77594,stars,#EDD31B,0.06469580130755617,0.06469580130755617
14813,817.3711,1036.4828,-535.54736,stars,#445D46,0.06652093862083819,0.06652093862083819
14817,1006.7351,1277.2606,-956.59485,stars,#446D63,0.03203219470573345,0.03203219470573345
14818,2863.1814,3632.7314,2091.0935,stars,#09114C,0.08772589777459454,0.08772589777459454
14819,2154.1511,2733.4712,2385.6194,stars,#41BE1C,0.02362067524844513,0.02362067524844513
14823,430.2749,546.22394,-541.077,stars,#6E53F4,0.08280543860264013,0.08280543860264013
14831,352.6831,448.31567,-691.0469,stars,#5F746E,0.02338586652226578,0.02338586652226578
14834,165.15753,209.95145,138.38097,stars,#966EBE,0.05710188641231584,0.05710188641231584
14836,1165.153,1481.9364,-2019.2345,stars,#17B4C9,0.06948324252855635,0.06948324252855635
14837,528.329,672.0577,193.20534,stars,#296C35,0.018443858563241107,0.018443858563241107
14840,410.54135,522.4655,-582.12286,stars,#4F9341,0.07063853146537996,0.07063853146537996
14841,1096.6475,1396.0822,-3693.898,stars,#D7A546,0.08843717610704777,0.08843717610704777
14847,1642.5698,2092.092,-4117.5645,stars,#5D58CD,0.027184263460996,0.027184263460996
14861,1291.4401,1647.8767,884.2924,stars,#87CCA4,0.07033058882683671,0.07033058882683671
14865,4622.0146,5898.7563,-1110.7494,stars,#4C7C51,0.014677727705177702,0.014677727705177702
14872,1095.8623,1400.4529,798.5351,stars,#F5D2D7,0.09043714758465839,0.09043714758465839
14876,404.43076,517.2836,224.58424,stars,#0C2809,0.05954469220101796,0.05954469220101796
14906,3728.7688,4787.5864,3475.262,stars,#9FA156,0.07562922398412993,0.07562922398412993
14907,645.1719,828.4218,518.2798,stars,#D7E047,0.035722416329674336,0.035722416329674336
14913,545.219,700.32166,1553.2169,stars,#A04C16,0.05513158883655764,0.05513158883655764
14914,4926.7065,6329.037,840.994,stars,#9AD589,0.01028585439749728,0.01028585439749728
14923,737.55707,948.3969,-578.21265,stars,#F906A0,0.03929919879931515,0.03929919879931515
14925,182.81332,235.1791,-1820.8135,stars,#A1E97A,0.07637206978049038,0.07637206978049038
14927,188.89177,243.07497,-181.82214,stars,#7AB940,0.08967071572527155,0.08967071572527155
14928,710.9842,914.9923,233.44635,stars,#EA2723,0.016177093696193145,0.016177093696193145
14931,998.39667,1285.6592,-540.76044,stars,#B9E1D6,0.0909825238710605,0.0909825238710605
14936,1395.9364,1798.2891,173.45345,stars,#416147,0.0513608121417906,0.0513608121417906
14938,2828.0266,3645.1318,2704.0776,stars,#9C2D86,0.013806513103468827,0.013806513103468827
14939,1781.4221,2296.6523,1093.8975,stars,#D2011C,0.058402010921354476,0.058402010921354476
14944,123.79977,159.72495,154.40773,stars,#E01E33,0.088864007819117,0.088864007819117
14947,1076.0494,1388.5149,-638.6698,stars,#570BF3,0.09564696428869089,0.09564696428869089
14949,1105.9777,1427.2505,-1202.1584,stars,#1150E2,0.043274524505077315,0.043274524505077315
14953,1245.154,1607.7793,544.7683,stars,#D4E3E0,0.0771456839265306,0.0771456839265306
14960,1824.6521,2358.0347,5151.81,stars,#D74E46,0.030581618140324444,0.030581618140324444
14963,852.59845,1102.5475,-228.95554,stars,#47338C,0.01675970042419749,0.01675970042419749
14966,892.4902,1154.7576,-312.5105,stars,#D6465E,0.05898541190644835,0.05898541190644835
14972,608.7457,788.52374,289.3812,stars,#0D8A36,0.08464384812126081,0.08464384812126081
14978,173.23605,224.50797,-126.85413,stars,#EB5090,0.0285821465812525,0.0285821465812525
14982,814.4216,1056.0035,1426.98,stars,#F88262,0.09737479128146312,0.09737479128146312
14986,1742.7808,2261.2205,-4044.3784,stars,#335C40,0.040623323944677325,0.040623323944677325
14989,1203.4233,1561.9437,-602.7886,stars,#486964,0.019430376902545662,0.019430376902545662
14993,763.174,991.00574,-281.30286,stars,#F8436C,0.08372556569136295,0.08372556569136295
14996,966.6512,1256.463,477.48746,stars,#381884,0.08073133034909163,0.08073133034909163
14999,591.9965,770.01276,329.4844,stars,#01ABBA,0.017823625348107608,0.017823625348107608
15001,1527.7471,1987.7195,597.9451,stars,#12DC42,0.047030504154355814,0.047030504154355814
15002,560.18195,728.84216,-380.86743,stars,#FB8D96,0.05841417509313088,0.05841417509313088
15008,2230.012,2903.8953,-1610.7258,stars,#E530FB,0.032328550998477,0.032328550998477
15009,2421.5044,3153.2698,6585.196,stars,#2083EE,0.04061760370161279,0.04061760370161279
15013,294.91656,384.13342,-172.64024,stars,#51B328,0.018898418962324474,0.018898418962324474
15014,940.9464,1225.7101,33.44244,stars,#673D0F,0.05035636325084159,0.05035636325084159
15017,120.86781,157.49174,-963.03503,stars,#CBB93A,0.09401173926031459,0.09401173926031459
15020,1391.0005,1812.8752,-251.62811,stars,#01A26F,0.045380251620664495,0.045380251620664495
15024,385.09338,502.32913,2405.6877,stars,#ADD3DB,0.06539328754512762,0.06539328754512762
15025,2350.3984,3066.4346,7623.9077,stars,#75C590,0.08957500570828947,0.08957500570828947
15026,1135.1072,1480.9675,-158.48805,stars,#A2EA04,0.060299632248059565,0.060299632248059565
15030,294.83786,384.87424,818.6874,stars,#B7E8D5,0.03396559365697201,0.03396559365697201
15040,831.0385,1085.5337,313.1566,stars,#249548,0.06032914452392977,0.06032914452392977
15041,293.3087,383.14362,-410.18903,stars,#A01EC3,0.025273061687324745,0.025273061687324745
15042,778.42316,1017.17084,1693.2698,stars,#CD99B2,0.06583827810011832,0.06583827810011832
15043,1395.5873,1823.888,2033.5272,stars,#869906,0.05042659606910419,0.05042659606910419
15055,499.8391,654.4477,-2058.7026,stars,#0A43DE,0.08309891821412822,0.08309891821412822
15069,1342.4402,1759.6559,-2029.6533,stars,#850B5F,0.045104810989984964,0.045104810989984964
15070,2449.8604,3211.3455,276.52927,stars,#14FC17,0.07123579389961812,0.07123579389961812
15073,456.42032,598.43994,-398.8667,stars,#9B6DB3,0.08369038360851039,0.08369038360851039
15076,1128.1289,1479.499,1041.4739,stars,#DE2CA5,0.04684748712238772,0.04684748712238772
15077,429.72498,563.57825,-597.19727,stars,#8A2329,0.08156781926905671,0.08156781926905671
15085,1127.829,1480.2671,174.8325,stars,#67F1C2,0.017720369681305765,0.017720369681305765
15086,1101.3855,1445.7013,163.88528,stars,#2F9B8D,0.023273327352047277,0.023273327352047277
15088,195.16687,256.28375,-246.04465,stars,#790B84,0.03664534598871551,0.03664534598871551
15091,642.69073,844.12415,-2438.801,stars,#25AC90,0.028576827639542127,0.028576827639542127
15092,619.47656,813.71655,234.91537,stars,#EFA492,0.026435455203637354,0.026435455203637354
15094,1463.3625,1922.4901,-374.92407,stars,#1FA7F5,0.06252934640878184,0.06252934640878184
15095,1433.5519,1883.3505,348.18057,stars,#CE6CAD,0.09369068908750026,0.09369068908750026
15099,908.9178,1195.1622,853.45496,stars,#F22DD6,0.05023449936432263,0.05023449936432263
15103,1649.5614,2169.7566,344.2416,stars,#5E7DE3,0.09498174002774931,0.09498174002774931
15107,925.1052,1217.0204,-472.27286,stars,#A0B142,0.06507928967075306,0.06507928967075306
15109,642.96655,845.9862,558.6191,stars,#921AEA,0.07219769283024452,0.07219769283024452
15115,147.38223,193.97377,-766.73395,stars,#A9DB6C,0.04482469957407475,0.04482469957407475
15124,981.0044,1292.8405,-313.44745,stars,#2769A3,0.06357536514042686,0.06357536514042686
15127,138.79605,183.00621,534.1016,stars,#F21504,0.05927353032688613,0.05927353032688613
15128,1193.3115,1573.0038,1760.7799,stars,#550646,0.07039532720991554,0.07039532720991554
15130,1175.6335,1550.0148,-2804.2285,stars,#50B947,0.0924149945275601,0.0924149945275601
15132,521.9165,688.50934,451.13107,stars,#280BFA,0.07321658584896551,0.07321658584896551
15139,947.826,1251.081,-1040.6782,stars,#9283B0,0.06040568968318042,0.06040568968318042
15144,683.4104,902.5854,453.32047,stars,#D11029,0.09237877430564272,0.09237877430564272
15145,588.54083,777.40753,1130.0078,stars,#AFD057,0.024992624777033713,0.024992624777033713
15151,893.6245,1181.0718,1636.9454,stars,#E1DE36,0.05188648136755971,0.05188648136755971
15154,833.4636,1101.8643,-852.4003,stars,#91A557,0.049577264043779504,0.049577264043779504
15163,969.1138,1283.1863,-1155.6105,stars,#F96808,0.07085852747551084,0.07085852747551084
15165,652.9336,864.7802,801.3441,stars,#EC7293,0.03571119529526395,0.03571119529526395
15167,373.20456,494.7635,934.2049,stars,#662097,0.07638647807366207,0.07638647807366207
15168,390.65155,517.91406,-311.01376,stars,#9D50F1,0.07683139592374572,0.07683139592374572
15170,852.7089,1130.6207,-525.75476,stars,#217F5C,0.048318558101481286,0.048318558101481286
15171,593.5561,787.17596,1117.6216,stars,#03D332,0.03580843561505463,0.03580843561505463
15172,810.85846,1075.5763,3239.9268,stars,#A86869,0.0717147672784873,0.0717147672784873
15179,1133.659,1504.8466,1446.4749,stars,#F2E857,0.08979231221256863,0.08979231221256863
15182,1164.7307,1546.5964,257.17535,stars,#ABC712,0.06483816310575112,0.06483816310575112
15189,1840.8802,2446.1162,5823.2485,stars,#5BF1AA,0.030274879123815462,0.030274879123815462
15191,1257.9176,1671.6959,1933.8806,stars,#CFD4EC,0.0650419288314565,0.0650419288314565
15193,2450.5913,3256.9238,-5001.0356,stars,#ED56B1,0.06063005873667229,0.06063005873667229
15194,1308.7307,1739.6982,1663.3618,stars,#E16935,0.09286280742372731,0.09286280742372731
15195,281.7718,374.57898,-66.95743,stars,#712299,0.07631932905809083,0.07631932905809083
15196,1297.2788,1724.6614,440.7345,stars,#A8A706,0.04474155346558555,0.04474155346558555
15198,1005.9532,1337.5807,-1058.3573,stars,#BE0881,0.0602584299890076,0.0602584299890076
15199,1299.7242,1728.2379,-1328.8021,stars,#EE6289,0.08222683205898373,0.08222683205898373
15200,2700.0967,3590.9224,-4177.631,stars,#D78D41,0.07625130849640213,0.07625130849640213
15203,711.6064,946.53424,-147.2915,stars,#AC71AA,0.0319695473937869,0.0319695473937869
15207,54.92665,73.11251,1026.8672,stars,#099A89,0.08709800309491535,0.08709800309491535
15214,151.31194,201.59756,261.54013,stars,#C22A55,0.052659088797371495,0.052659088797371495
15219,1490.4924,1986.1014,912.425,stars,#019E46,0.09679004596872941,0.09679004596872941
15227,1014.6739,1354.4371,93.13428,stars,#BB7F53,0.0902677130675931,0.0902677130675931
15228,1574.115,2101.287,2612.313,stars,#ABA256,0.0774073757023108,0.0774073757023108
15235,201.5182,269.20258,-596.1628,stars,#C712B7,0.028942653925697573,0.028942653925697573
15244,500.8425,670.2002,-852.8771,stars,#FD9CEA,0.07135305406780365,0.07135305406780365
15250,207.47308,277.8107,-1306.1108,stars,#2A3DF9,0.02574538918558928,0.02574538918558928
15251,116.09616,155.4624,-466.5697,stars,#7A156F,0.07714184938205873,0.07714184938205873
15263,1482.404,1988.0878,-2844.28,stars,#4F1FC4,0.04982071273312831,0.04982071273312831
15271,142.0736,190.64948,248.43639,stars,#4E9F87,0.08107304256882314,0.08107304256882314
15273,301.07913,404.03986,-1374.6915,stars,#CC6302,0.04440149894897093,0.04440149894897093
15274,1464.819,1965.9952,-1188.9833,stars,#27603C,0.08257977626824786,0.08257977626824786
15281,640.06323,859.9099,262.953,stars,#D1842A,0.08691818811972361,0.08691818811972361
15284,931.8103,1252.1498,2067.7144,stars,#89682C,0.09628602695492877,0.09628602695492877
15286,4069.1743,5468.6978,-5156.2124,stars,#BA3BDC,0.08237677218536879,0.08237677218536879
15294,582.6836,783.94696,1424.3738,stars,#F02218,0.07587671779995045,0.07587671779995045
15296,3397.8293,4573.8076,-5615.607,stars,#001D63,0.07995289397246029,0.07995289397246029
15298,688.967,927.54346,-399.34857,stars,#B909E2,0.057859354485590674,0.057859354485590674
15299,256.41806,345.21664,359.55322,stars,#798D31,0.020108930171234662,0.020108930171234662
15307,254.53351,342.88904,609.3021,stars,#FEEED0,0.05933675589344428,0.05933675589344428
15314,288.6763,389.24808,-131.01135,stars,#8465EB,0.05291197320209168,0.05291197320209168
15319,285.94092,385.7027,620.9547,stars,#4C999F,0.07767720267639602,0.07767720267639602
15329,2974.1328,4015.4695,-3299.5408,stars,#03B372,0.039076516933021624,0.039076516933021624
15331,1138.0634,1536.6703,-1132.14,stars,#7F7418,0.03779711157444306,0.03779711157444306
15332,1445.5925,1951.9323,2925.3313,stars,#7A6863,0.09456506839453054,0.09456506839453054
15343,2070.478,2801.2612,2538.726,stars,#A3809E,0.08269058734446186,0.08269058734446186
15344,228.50513,309.20078,123.68391,stars,#73BF36,0.039076005291404446,0.039076005291404446
15345,486.29898,658.053,995.5522,stars,#78B3B2,0.033917225865342904,0.033917225865342904
15347,2094.9375,2835.3904,3760.5986,stars,#CC76B0,0.06902762551582897,0.06902762551582897
15358,1062.1436,1439.6322,1809.4027,stars,#3DDF8D,0.06286960850792568,0.06286960850792568
15368,1599.0458,2170.9749,1131.1775,stars,#B89F15,0.02429023528300838,0.02429023528300838
15369,1855.3467,2519.2854,1774.8737,stars,#D25798,0.025739445613510624,0.025739445613510624
15371,678.65,921.81354,289.1367,stars,#182827,0.020972654468263005,0.020972654468263005
15380,342.6544,465.78476,-1113.5156,stars,#C07868,0.08564784763846915,0.08564784763846915
15381,476.5693,647.8232,-484.6296,stars,#BEC858,0.016486723449636365,0.016486723449636365
15384,1236.3419,1681.6388,-607.8218,stars,#643CC8,0.08262736774126969,0.08262736774126969
15389,378.2633,514.7039,513.67206,stars,#E984F5,0.030091722250421615,0.030091722250421615
15391,540.3991,735.51556,-1244.3805,stars,#7D98BF,0.04555434971309765,0.04555434971309765
15397,3393.3381,4625.4863,2066.4902,stars,#BC990F,0.0168623564202811,0.0168623564202811
15407,53.39596,72.83334,-101.78661,stars,#D8FCCE,0.012735141718400417,0.012735141718400417
15408,157.5539,214.90945,462.32117,stars,#FE38E1,0.07033240466733413,0.07033240466733413
15411,1475.7351,2013.731,2536.055,stars,#498D01,0.059638091653460006,0.059638091653460006
15414,299.17554,408.4117,403.94025,stars,#5A8C08,0.07462886343181332,0.07462886343181332
15416,2688.4568,3670.2087,-389.92493,stars,#5BB78C,0.0568888389741585,0.0568888389741585
15417,723.5784,988.0357,-1945.4911,stars,#B9D97C,0.06125220103711944,0.06125220103711944
15419,1344.8354,1837.4495,1779.9712,stars,#396FF6,0.09721075764282343,0.09721075764282343
15420,266.53232,364.18756,1508.7511,stars,#65C180,0.07932600985762694,0.07932600985762694
15428,3086.7915,4220.8926,-806.5466,stars,#FE9A43,0.023286158448531415,0.023286158448531415
15434,901.52765,1233.3657,773.387,stars,#AC8CA0,0.015498790602540752,0.015498790602540752
15435,388.2245,531.19745,333.11066,stars,#1198A4,0.05198479355846632,0.05198479355846632
15437,821.00397,1123.6249,927.2592,stars,#4B4C44,0.07279912778136731,0.07279912778136731
15440,166.75494,228.34229,201.53339,stars,#A67C2A,0.09251980371072618,0.09251980371072618
15441,549.7177,752.9428,235.46312,stars,#C6834D,0.025150937575645592,0.025150937575645592
15446,664.99066,911.33044,474.7797,stars,#61BE14,0.08114775143329242,0.08114775143329242
15450,1888.8353,2591.1836,3020.6975,stars,#EE0062,0.05349110278848068,0.05349110278848068
15453,1887.1675,2590.8672,-1937.3728,stars,#6FF572,0.05578624119725091,0.05578624119725091
15455,2049.0525,2813.3838,-1906.1206,stars,#AB2923,0.06254865688572314,0.06254865688572314
15463,1069.4939,1470.2806,1688.7136,stars,#FABC88,0.06935071679984152,0.06935071679984152
15464,874.2262,1201.9825,-3911.2222,stars,#E9D7F4,0.08728498466065826,0.08728498466065826
15476,252.57372,347.8069,127.05873,stars,#9FE7AE,0.08155725829836354,0.08155725829836354
15480,283.70062,391.04648,440.2118,stars,#979EB7,0.019824673684686857,0.019824673684686857
15482,759.0209,1046.5177,745.89197,stars,#09A538,0.024545736277947407,0.024545736277947407
15483,1526.4435,2104.7378,406.51804,stars,#644FB4,0.08718503623528825,0.08718503623528825
15490,835.38055,1152.8699,-447.99658,stars,#A05CB0,0.07573692466858684,0.07573692466858684
15491,921.6094,1272.3103,745.9462,stars,#6236BE,0.05170239971330639,0.05170239971330639
15503,592.9171,819.2293,-535.188,stars,#B03E12,0.09845179226629909,0.09845179226629909
15504,133.45483,184.41866,562.0805,stars,#D855CB,0.06645546563850786,0.06645546563850786
15505,922.80035,1275.2019,1974.6398,stars,#67B070,0.040654951419990114,0.040654951419990114
15508,1291.3335,1784.8176,468.54678,stars,#07DAC3,0.09161219704870487,0.09161219704870487
15510,350.49628,484.54813,263.72693,stars,#F09ADE,0.03308218798143538,0.03308218798143538
15513,273.28195,377.8795,-2256.4614,stars,#ADF8EE,0.059217224938776604,0.059217224938776604
15514,2257.977,3122.2534,1539.6143,stars,#06B70B,0.051686584283742155,0.051686584283742155
15516,966.0555,1335.9512,296.20444,stars,#A04284,0.06069114789538883,0.06069114789538883
15526,182.40523,252.76459,-2714.4011,stars,#557A47,0.07423891370004793,0.07423891370004793
15528,2312.921,3206.1226,-493.9034,stars,#163D79,0.04710575570191157,0.04710575570191157
15529,1294.9352,1795.1765,1512.6327,stars,#CA5C2C,0.09135503562568732,0.09135503562568732
15530,1227.8558,1702.2128,164.23795,stars,#310A00,0.07328954797759196,0.07328954797759196
15531,179.49239,248.84521,3.14761,stars,#2C8BF5,0.02052433400223802,0.02052433400223802
15534,442.91678,614.3459,-3304.1426,stars,#B177E3,0.0923441338222866,0.0923441338222866
15539,1861.9819,2584.4473,2234.7112,stars,#8F30BF,0.09272200165777764,0.09272200165777764
15544,590.21295,819.8598,-797.4021,stars,#289B4E,0.02186024846815646,0.02186024846815646
15550,735.4538,1022.33405,-924.84973,stars,#3B5E09,0.044795579620179084,0.044795579620179084
15551,1753.6034,2437.6726,3249.815,stars,#AFE999,0.05467195895915503,0.05467195895915503
15553,272.54517,379.0021,637.1822,stars,#A58FFF,0.09130157201600597,0.09130157201600597
15562,172.5427,240.26741,-837.38904,stars,#8D4AE2,0.018516430638525285,0.018516430638525285
15563,558.842,778.34894,-1002.7636,stars,#E928A0,0.08484229952763005,0.08484229952763005
15565,1317.1655,1834.599,2451.618,stars,#5CA7C3,0.06614531511388015,0.06614531511388015
15569,1663.453,2317.7273,-1659.2897,stars,#C6DB5D,0.09188997648387762,0.09188997648387762
15572,653.39453,910.60254,-774.6011,stars,#B888FA,0.05931635740732177,0.05931635740732177
15574,759.8744,1059.1758,1114.8431,stars,#54FB74,0.07472293425945353,0.07472293425945353
15577,1827.5435,2547.7039,2639.2903,stars,#1C1519,0.05396791104731218,0.05396791104731218
15579,444.28726,619.4534,-816.8756,stars,#C39115,0.02012200410353264,0.02012200410353264
15580,298.65384,416.6384,309.4804,stars,#2FFABA,0.053575159306276,0.053575159306276
15587,467.84207,653.2885,1788.5781,stars,#87B8EC,0.04732008196513743,0.04732008196513743
15589,2371.1292,3311.6284,455.44128,stars,#073CB6,0.0179680468917693,0.0179680468917693
15590,2498.4456,3489.577,-23.59762,stars,#896137,0.04310369704378063,0.04310369704378063
15595,678.937,949.3559,1301.598,stars,#2CDE4E,0.05885608247275839,0.05885608247275839
15597,1802.8926,2521.6548,395.55017,stars,#53D78E,0.052210962009903106,0.052210962009903106
15598,795.44183,1112.5935,-510.47192,stars,#3DFEBE,0.010306997944193338,0.010306997944193338
15600,991.95447,1387.5593,-472.5398,stars,#D0BC14,0.09452564779712169,0.09452564779712169
15601,2560.3296,3581.5525,-5065.5903,stars,#FE4DC2,0.0764911966811243,0.0764911966811243
15602,1681.484,2352.861,-1333.8116,stars,#1CF89A,0.037306738706150186,0.037306738706150186
15604,1282.6989,1795.4862,159.93124,stars,#88DD42,0.04043863225199434,0.04043863225199434
15617,900.1336,1261.9761,1424.5377,stars,#F63C7F,0.07761006313445991,0.07761006313445991
15627,2431.8005,3411.708,-317.3601,stars,#498FFE,0.04659687921589691,0.04659687921589691
15631,471.05392,660.93774,-487.8747,stars,#F1C24A,0.017082162955531582,0.017082162955531582
15636,216.46191,303.94678,-640.5249,stars,#0E3E8C,0.02655856881132887,0.02655856881132887
15637,1215.9552,1707.4343,-275.34457,stars,#ABA889,0.03445858200445246,0.03445858200445246
15642,793.34485,1114.8984,1497.331,stars,#9198C0,0.06185243965007131,0.06185243965007131
15643,563.748,792.28894,2506.1394,stars,#45430C,0.07582075529036252,0.07582075529036252
15651,953.18353,1340.4294,2600.4126,stars,#B3745C,0.07067108689442012,0.07067108689442012
15657,631.447,888.5775,-829.5959,stars,#012CC7,0.09434723118642468,0.09434723118642468
15683,2813.0679,3972.9329,8292.049,stars,#30133D,0.014940975238728942,0.014940975238728942
15687,1319.5677,1864.315,-341.63998,stars,#0032D3,0.08858656587181778,0.08858656587181778
15694,1761.9364,2491.8774,1395.3076,stars,#7125B2,0.08179855780665023,0.08179855780665023
15703,259.83316,367.74908,-462.62112,stars,#78589A,0.08369224802888113,0.08369224802888113
15705,1601.4752,2267.5454,675.8553,stars,#A14931,0.038402220919838775,0.038402220919838775
15711,806.80566,1142.9102,657.02734,stars,#1EEFC5,0.03912604738260542,0.03912604738260542
15714,776.2721,1100.4648,1182.3937,stars,#823A52,0.030426262927420962,0.030426262927420962
15717,514.80945,729.95496,406.439,stars,#517783,0.08370683195982487,0.08370683195982487
15725,998.5661,1417.95,1107.2736,stars,#EB49F5,0.02848070345420598,0.02848070345420598
15728,1155.8331,1641.7755,3670.874,stars,#5BD71B,0.09655498727974463,0.09655498727974463
15729,195.31758,277.44028,1334.9694,stars,#DB033D,0.012595683324588738,0.012595683324588738
15731,718.498,1020.7014,370.61118,stars,#993EBA,0.05319551548912172,0.05319551548912172
