IngestionId,Size,Cycle,molecule_count,x,y,z,cumulative_count,distance_rank_per_size,scaled,R,G,B
927712935967,13,29,5,66.88373,-41.064846,-37.027817,264,9,2.191983,0.5529412,0.0,0.44705883
927712935967,13,30,1,66.88373,-41.064846,-37.027817,265,9,2.1932433,0.5529412,0.0,0.44705883
927712935967,13,32,1,66.88373,-41.064846,-37.027817,266,9,2.1944988,0.5529412,0.0,0.44705883
927712935967,13,34,3,66.88373,-41.064846,-37.027817,269,9,2.1982372,0.5529412,0.0,0.44705883
927712935967,13,35,5,66.88373,-41.064846,-37.027817,274,9,2.204376,0.5529412,0.0,0.44705883
927712935967,13,36,1,66.88373,-41.064846,-37.027817,275,9,2.2055902,0.5529412,0.0,0.44705883
1159641169926,10,0,71,65.35071,-44.396,-39.2674,71,14,1.7542267,0.3019608,0.0,0.69803923
1159641169926,10,1,67,65.35071,-44.396,-39.2674,138,14,1.9757513,0.3019608,0.0,0.69803923
1159641169926,10,2,53,65.35071,-44.396,-39.2674,191,14,2.0840912,0.3019608,0.0,0.69803923
1159641169926,10,3,232,65.35071,-44.396,-39.2674,423,14,2.349124,0.3019608,0.0,0.69803923
1159641169926,10,4,118,65.35071,-44.396,-39.2674,541,14,2.4311397,0.3019608,0.0,0.69803923
1159641169926,10,5,62,65.35071,-44.396,-39.2674,603,14,2.4673057,0.3019608,0.0,0.69803923
1159641169926,10,6,44,65.35071,-44.396,-39.2674,647,14,2.490782,0.3019608,0.0,0.69803923
1159641169926,10,7,51,65.35071,-44.396,-39.2674,698,14,2.516073,0.3019608,0.0,0.69803923
1159641169926,10,8,39,65.35071,-44.396,-39.2674,737,14,2.534196,0.3019608,0.0,0.69803923
1159641169926,10,9,32,65.35071,-44.396,-39.2674,769,14,2.5483637,0.3019608,0.0,0.69803923
1159641169926,10,10,41,65.35071,-44.396,-39.2674,810,14,2.5656781,0.3019608,0.0,0.69803923
1159641169926,10,11,41,65.35071,-44.396,-39.2674,851,14,2.5821373,0.3019608,0.0,0.69803923
1159641169926,10,12,54,65.35071,-44.396,-39.2674,905,14,2.602645,0.3019608,0.0,0.69803923
1159641169926,10,13,8,65.35071,-44.396,-39.2674,913,14,2.6055787,0.3019608,0.0,0.69803923
1159641169926,10,14,10,65.35071,-44.396,-39.2674,923,14,2.6092098,0.3019608,0.0,0.69803923
1159641169926,10,15,16,65.35071,-44.396,-39.2674,939,14,2.6149385,0.3019608,0.0,0.69803923
1159641169926,10,16,24,65.35071,-44.396,-39.2674,963,14,2.623351,0.3019608,0.0,0.69803923
1159641169926,10,17,21,65.35071,-44.396,-39.2674,984,14,2.630542,0.3019608,0.0,0.69803923
1159641169926,10,18,2,65.35071,-44.396,-39.2674,986,14,2.6312187,0.3019608,0.0,0.69803923
1159641169926,10,19,3,65.35071,-44.396,-39.2674,989,14,2.6322315,0.3019608,0.0,0.69803923
1159641169926,10,20,11,65.35071,-44.396,-39.2674,1000,14,2.6359184,0.3019608,0.0,0.69803923
1159641169926,10,21,3,65.35071,-44.396,-39.2674,1003,14,2.6369169,0.3019608,0.0,0.69803923
1159641169926,10,22,10,65.35071,-44.396,-39.2674,1013,14,2.6402237,0.3019608,0.0,0.69803923
1159641169926,10,23,26,65.35071,-44.396,-39.2674,1039,14,2.6486714,0.3019608,0.0,0.69803923
1159641169926,10,24,7,65.35071,-44.396,-39.2674,1046,14,2.6509097,0.3019608,0.0,0.69803923
1159641169926,10,25,2,65.35071,-44.396,-39.2674,1048,14,2.6515462,0.3019608,0.0,0.69803923
1159641169926,10,26,2,65.35071,-44.396,-39.2674,1050,14,2.6521819,0.3019608,0.0,0.69803923
1159641169926,10,27,20,65.35071,-44.396,-39.2674,1070,14,2.6584713,0.3019608,0.0,0.69803923
1159641169926,10,28,8,65.35071,-44.396,-39.2674,1078,14,2.6609542,0.3019608,0.0,0.69803923
1159641169926,10,29,11,65.35071,-44.396,-39.2674,1089,14,2.6643384,0.3019608,0.0,0.69803923
1159641169926,10,30,1,65.35071,-44.396,-39.2674,1090,14,2.6646442,0.3019608,0.0,0.69803923
1159641169926,10,31,3,65.35071,-44.396,-39.2674,1093,14,2.6655605,0.3019608,0.0,0.69803923
1159641169926,10,32,6,65.35071,-44.396,-39.2674,1099,14,2.6673853,0.3019608,0.0,0.69803923
1159641169926,10,33,5,65.35071,-44.396,-39.2674,1104,14,2.6688983,0.3019608,0.0,0.69803923
1159641169926,10,34,1,65.35071,-44.396,-39.2674,1105,14,2.6692002,0.3019608,0.0,0.69803923
1159641169926,10,35,5,65.35071,-44.396,-39.2674,1110,14,2.670705,0.3019608,0.0,0.69803923
1159641169926,10,36,2,65.35071,-44.396,-39.2674,1112,14,2.6713052,0.3019608,0.0,0.69803923
1159641169926,10,39,1,65.35071,-44.396,-39.2674,1113,14,2.6716049,0.3019608,0.0,0.69803923
1176821039123,6,0,14,65.8306,-42.93004,-34.039757,14,17,1.2130191,0.15294118,0.0,0.84705883
1176821039123,6,1,22,65.8306,-42.93004,-34.039757,36,17,1.5278397,0.15294118,0.0,0.84705883
1176821039123,6,2,38,65.8306,-42.93004,-34.039757,74,17,1.7680217,0.15294118,0.0,0.84705883
1176821039123,6,3,90,65.8306,-42.93004,-34.039757,164,17,2.0332887,0.15294118,0.0,0.84705883
1176821039123,6,4,42,65.8306,-42.93004,-34.039757,206,17,2.109292,0.15294118,0.0,0.84705883
1176821039123,6,5,31,65.8306,-42.93004,-34.039757,237,17,2.1560202,0.15294118,0.0,0.84705883
1176821039123,6,6,21,65.8306,-42.93004,-34.039757,258,17,2.18432,0.15294118,0.0,0.84705883
1176821039123,6,7,17,65.8306,-42.93004,-34.039757,275,17,2.2055902,0.15294118,0.0,0.84705883
1176821039123,6,8,53,65.8306,-42.93004,-34.039757,328,17,2.2643378,0.15294118,0.0,0.84705883
1176821039123,6,9,88,65.8306,-42.93004,-34.039757,416,17,2.3435616,0.15294118,0.0,0.84705883
1176821039123,6,10,77,65.8306,-42.93004,-34.039757,493,17,2.4001696,0.15294118,0.0,0.84705883
1176821039123,6,11,60,65.8306,-42.93004,-34.039757,553,17,2.4384527,0.15294118,0.0,0.84705883
1176821039123,6,12,100,65.8306,-42.93004,-34.039757,653,17,2.493859,0.15294118,0.0,0.84705883
1176821039123,6,13,101,65.8306,-42.93004,-34.039757,754,17,2.5417974,0.15294118,0.0,0.84705883
1176821039123,6,14,72,65.8306,-42.93004,-34.039757,826,17,2.5721982,0.15294118,0.0,0.84705883
1176821039123,6,15,66,65.8306,-42.93004,-34.039757,892,17,2.597822,0.15294118,0.0,0.84705883
1176821039123,6,16,30,65.8306,-42.93004,-34.039757,922,17,2.6088483,0.15294118,0.0,0.84705883
1176821039123,6,17,37,65.8306,-42.93004,-34.039757,959,17,2.6219637,0.15294118,0.0,0.84705883
1176821039123,6,18,9,65.8306,-42.93004,-34.039757,968,17,2.6250772,0.15294118,0.0,0.84705883
1176821039123,6,19,10,65.8306,-42.93004,-34.039757,978,17,2.6285033,0.15294118,0.0,0.84705883
1176821039123,6,20,15,65.8306,-42.93004,-34.039757,993,17,2.6335769,0.15294118,0.0,0.84705883
1176821039123,6,22,10,65.8306,-42.93004,-34.039757,1003,17,2.6369169,0.15294118,0.0,0.84705883
1176821039123,6,23,24,65.8306,-42.93004,-34.039757,1027,17,2.644799,0.15294118,0.0,0.84705883
1176821039123,6,24,4,65.8306,-42.93004,-34.039757,1031,17,2.6460948,0.15294118,0.0,0.84705883
1176821039123,6,25,9,65.8306,-42.93004,-34.039757,1040,17,2.648992,0.15294118,0.0,0.84705883
1176821039123,6,26,6,65.8306,-42.93004,-34.039757,1046,17,2.6509097,0.15294118,0.0,0.84705883
1176821039123,6,27,33,65.8306,-42.93004,-34.039757,1079,17,2.6612632,0.15294118,0.0,0.84705883
1176821039123,6,28,30,65.8306,-42.93004,-34.039757,1109,17,2.6704047,0.15294118,0.0,0.84705883
