Index,X,Y,Z
85,843.08939,4.12135,-756.1391
86,2996.19504,14.67004,-308.27462
87,3787.03543,19.21411,-1431.43907
88,611.98649,3.12274,-0.81283
89,763.12459,3.92913,-490.99347
90,1460.09571,7.69644,-309.39939
91,341.08524,1.81537,84.8858
92,1057.01105,5.66682,-1392.50874
93,1677.50771,8.99961,-657.55407
94,4338.70743,23.93403,7623.76203
95,1733.35818,9.57136,622.0496
96,806.47032,4.50014,-889.23428
97,2134.15758,11.93767,-1887.33861
98,405.04087,2.27686,-1021.52833
99,829.06345,4.72627,-516.04728
100,902.58359,5.16403,2610.81237
101,1283.47884,7.3972,1528.61641
102,1061.98875,6.18768,-1280.89244
103,1714.96567,10.37433,204.24207
104,382.32255,2.32625,316.41104
105,318.0371,1.94195,216.80663
